,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5762,0.648,0.936,0,-4.745,1,0.0762,0.085,6.93e-06,0.482,0.566,120.708,audio_features,7h6lpVuSGPW6RNjDXKpYDh,spotify:track:7h6lpVuSGPW6RNjDXKpYDh,https://api.spotify.com/v1/tracks/7h6lpVuSGPW6RNjDXKpYDh,https://api.spotify.com/v1/audio-analysis/7h6lpVuSGPW6RNjDXKpYDh,248880,4
5763,0.597,0.839,9,-4.684,1,0.0379,0.0174,0.000226,0.316,0.643,103.015,audio_features,42PHzFk7j5Jo2Rtj78JsWV,spotify:track:42PHzFk7j5Jo2Rtj78JsWV,https://api.spotify.com/v1/tracks/42PHzFk7j5Jo2Rtj78JsWV,https://api.spotify.com/v1/audio-analysis/42PHzFk7j5Jo2Rtj78JsWV,252469,4
5764,0.794,0.668,8,-6.516,1,0.0363,0.527,0.00107,0.076,0.85,117.014,audio_features,6C88rHxXBlpcgtBY3HAF0E,spotify:track:6C88rHxXBlpcgtBY3HAF0E,https://api.spotify.com/v1/tracks/6C88rHxXBlpcgtBY3HAF0E,https://api.spotify.com/v1/audio-analysis/6C88rHxXBlpcgtBY3HAF0E,293077,4
5765,0.678,0.296,5,-11.525,1,0.0299,0.797,0.00348,0.113,0.245,111.018,audio_features,084LwoVbV9TMRUSZUIkPmV,spotify:track:084LwoVbV9TMRUSZUIkPmV,https://api.spotify.com/v1/tracks/084LwoVbV9TMRUSZUIkPmV,https://api.spotify.com/v1/audio-analysis/084LwoVbV9TMRUSZUIkPmV,238296,4
5766,0.513,0.122,7,-22.008,1,0.04,0.792,0.000652,0.0871,0.501,82.865,audio_features,3Smx621pPslSi49Ff4bVPo,spotify:track:3Smx621pPslSi49Ff4bVPo,https://api.spotify.com/v1/tracks/3Smx621pPslSi49Ff4bVPo,https://api.spotify.com/v1/audio-analysis/3Smx621pPslSi49Ff4bVPo,238695,4
5767,0.174,0.451,2,-9.91,1,0.0476,0.0132,0.0162,0.4,0.0853,60.44,audio_features,4ZEvWpjUBtL9gjVIzB2Wbr,spotify:track:4ZEvWpjUBtL9gjVIzB2Wbr,https://api.spotify.com/v1/tracks/4ZEvWpjUBtL9gjVIzB2Wbr,https://api.spotify.com/v1/audio-analysis/4ZEvWpjUBtL9gjVIzB2Wbr,83053,4
5768,0.621,0.802,10,-3.285,0,0.04,0.00745,2.67e-05,0.597,0.887,97.012,audio_features,5hRzAbY2AAO258hL6oqsqO,spotify:track:5hRzAbY2AAO258hL6oqsqO,https://api.spotify.com/v1/tracks/5hRzAbY2AAO258hL6oqsqO,https://api.spotify.com/v1/audio-analysis/5hRzAbY2AAO258hL6oqsqO,222040,4
5769,0.776,0.707,5,-4.073,0,0.175,0.222,0.0,0.0852,0.863,99.953,audio_features,5vgdeMt4uKUN2BeltZjoDh,spotify:track:5vgdeMt4uKUN2BeltZjoDh,https://api.spotify.com/v1/tracks/5vgdeMt4uKUN2BeltZjoDh,https://api.spotify.com/v1/audio-analysis/5vgdeMt4uKUN2BeltZjoDh,180027,4
5770,0.74,0.51,5,-7.477,1,0.0242,0.211,0.00951,0.0825,0.528,105.013,audio_features,035QPHPAcqApSGMMcogT45,spotify:track:035QPHPAcqApSGMMcogT45,https://api.spotify.com/v1/tracks/035QPHPAcqApSGMMcogT45,https://api.spotify.com/v1/audio-analysis/035QPHPAcqApSGMMcogT45,283840,4
5771,0.647,0.857,1,-3.94,1,0.0547,0.167,0.000437,0.0763,0.55,115.976,audio_features,51cd3bzVmLAjlnsSZn4ecW,spotify:track:51cd3bzVmLAjlnsSZn4ecW,https://api.spotify.com/v1/tracks/51cd3bzVmLAjlnsSZn4ecW,https://api.spotify.com/v1/audio-analysis/51cd3bzVmLAjlnsSZn4ecW,270107,4
